,genreNm,movieCd
1,드라마,20070521
2,어드벤처,20070521
3,판타지,20070521
0,드라마,20070504
1,코미디,20070504
0,코미디,20070091
0,공포(호러),20070593
1,스릴러,20070593
0,드라마,20070555
1,사극,20070555
0,드라마,20070522
0,드라마,20070585
0,스릴러,20072520
1,범죄,20072520
0,드라마,20070545
0,액션,20070498
1,범죄,20070498
0,스릴러,20070499
1,드라마,20070499
0,드라마,20070635
1,뮤지컬,20070635
0,액션,20070636
1,드라마,20070636
0,SF,20070550
1,드라마,20070550
2,액션,20070550
0,코미디,20070637
0,멜로/로맨스,20070610
1,코미디,20070610
0,애니메이션,20070602
1,드라마,20070602
2,가족,20070602
3,판타지,20070602
0,판타지,20070551
1,드라마,20070551
2,액션,20070551
3,어드벤처,20070551
0,액션,20070549
1,어드벤처,20070549
0,멜로/로맨스,20070639
1,드라마,20070639
0,멜로/로맨스,20070640
1,코미디,20070640
0,코미디,20070562
1,가족,20070562
2,애니메이션,20070562
0,범죄,20070642
1,드라마,20070642
0,가족,20070586
1,코미디,20070586
2,판타지,20070586
0,드라마,20070643
1,판타지,20070643
0,스릴러,20070641
1,미스터리,20070641
0,가족,20070563
1,애니메이션,20070563
2,어드벤처,20070563
3,코미디,20070563
0,멜로/로맨스,20070661
0,멜로/로맨스,20071003
1,드라마,20071003
0,드라마,20070382
0,범죄,20071064
1,액션,20071064
0,SF,20071042
1,공포(호러),20071042
2,드라마,20071042
0,멜로/로맨스,20070566
1,드라마,20070566
2,코미디,20070566
0,스릴러,20071063
1,판타지,20071063
0,공포(호러),20071065
1,스릴러,20071065
0,뮤지컬,20080009
1,범죄,20080009
2,스릴러,20080009
0,드라마,20070660
0,SF,20080010
1,액션,20080010
2,어드벤처,20080010
0,드라마,20080008
0,SF,20070672
1,스릴러,20070672
2,액션,20070672
0,애니메이션,20071014
1,코미디,20071014
2,가족,20071014
0,스릴러,20071675
0,액션,20080011
1,코미디,20080011
0,드라마,20071067
1,코미디,20071067
0,액션,20080013
1,전쟁,20080013
0,코미디,20080015
0,멜로/로맨스,20070548
1,드라마,20070548
0,드라마,20080014
0,코미디,20080021
1,드라마,20080021
0,SF,20080047
1,드라마,20080047
2,어드벤처,20080047
0,범죄,20080046
1,스릴러,20080046
2,액션,20080046
0,어드벤처,20080038
1,판타지,20080038
0,드라마,20080024
1,미스터리,20080024
2,스릴러,20080024
0,코미디,20071047
0,코미디,20080030
1,드라마,20080030
0,스릴러,20080062
1,판타지,20080062
0,멜로/로맨스,20080065
1,드라마,20080065
2,전쟁,20080065
0,드라마,20080054
1,코미디,20080054
0,범죄,20080029
1,서부극(웨스턴),20080029
2,액션,20080029
0,스릴러,20080032
1,드라마,20080032
2,액션,20080032
0,드라마,20072151
0,액션,20080078
1,스릴러,20080078
2,전쟁,20080078
0,멜로/로맨스,20080079
1,어드벤처,20080079
2,코미디,20080079
0,코미디,20080088
1,액션,20080088
0,스릴러,20080077
1,액션,20080077
0,액션,20080142
1,코미디,20080142
0,멜로/로맨스,20080141
1,코미디,20080141
0,멜로/로맨스,20080145
0,액션,20080105
1,전쟁,20080105
0,어드벤처,20080148
1,드라마,20080148
0,멜로/로맨스,20080149
1,드라마,20080149
0,멜로/로맨스,20080146
1,드라마,20080146
2,판타지,20080146
0,드라마,20080226
1,액션,20080226
0,사극,20080230
1,멜로/로맨스,20080230
0,어드벤처,20080055
1,가족,20080055
2,판타지,20080055
0,사극,20080228
1,드라마,20080228
0,애니메이션,20080225
1,어드벤처,20080225
2,SF,20080225
0,스릴러,20080254
1,드라마,20080254
0,코미디,20080258
1,드라마,20080258
2,멜로/로맨스,20080258
0,드라마,20080252
1,멜로/로맨스,20080252
2,스릴러,20080252
0,드라마,20080253
1,기타,20080253
0,공포(호러),20072148
1,미스터리,20072148
2,스릴러,20072148
0,사극,20080291
1,드라마,20080291
2,액션,20080291
3,전쟁,20080291
0,드라마,20080331
0,애니메이션,20080328
1,코미디,20080328
2,어드벤처,20080328
0,범죄,20080337
1,스릴러,20080337
2,액션,20080337
0,사극,20080348
1,드라마,20080348
2,액션,20080348
3,멜로/로맨스,20080348
4,판타지,20080348
0,코미디,20080236
1,드라마,20080236
2,멜로/로맨스,20080236
0,코미디,20080349
1,드라마,20080349
2,어드벤처,20080349
0,범죄,20080350
1,드라마,20080350
2,스릴러,20080350
0,범죄,20080363
1,드라마,20080363
2,스릴러,20080363
0,범죄,20080364
1,스릴러,20080364
0,공포(호러),20080365
1,스릴러,20080365
2,범죄,20080365
0,액션,20080379
1,어드벤처,20080379
2,판타지,20080379
0,SF,20080396
1,드라마,20080396
2,액션,20080396
0,드라마,20080394
0,애니메이션,20080393
1,어드벤처,20080393
2,가족,20080393
0,드라마,20080397
1,뮤지컬,20080397
2,코미디,20080397
0,애니메이션,20080472
0,액션,20080476
1,가족,20080476
0,코미디,20080478
1,드라마,20080478
2,멜로/로맨스,20080478
0,가족,20080516
1,드라마,20080516
0,어드벤처,20080479
1,가족,20080479
2,판타지,20080479
0,코미디,20080514
1,멜로/로맨스,20080514
2,판타지,20080514
0,액션,20070675
1,어드벤처,20070675
0,액션,20080654
1,드라마,20080654
0,코미디,20080656
0,멜로/로맨스,20080641
1,코미디,20080641
0,드라마,20080659
1,미스터리,20080659
2,스릴러,20080659
0,공포(호러),20080660
0,범죄,20080661
1,드라마,20080661
2,스릴러,20080661
0,가족,20070203
1,드라마,20070203
0,애니메이션,20080653
1,코미디,20080653
2,액션,20080653
3,가족,20080653
0,멜로/로맨스,20080709
1,코미디,20080709
0,드라마,20071060
1,범죄,20071060
2,코미디,20071060
0,공포(호러),20080706
1,드라마,20080706
2,스릴러,20080706
0,액션,20080830
1,판타지,20080830
2,SF,20080830
0,SF,20080829
1,드라마,20080829
2,미스터리,20080829
0,가족,20072673
1,멜로/로맨스,20072673
2,코미디,20072673
3,판타지,20072673
0,액션,20080828
0,드라마,20080736
1,액션,20080736
0,범죄,20080836
1,액션,20080836
2,코미디,20080836
0,범죄,20080835
1,드라마,20080835
0,SF,20080837
1,액션,20080837
0,드라마,20080663
0,스릴러,20080847
1,액션,20080847
0,멜로/로맨스,20070291
1,액션,20070291
2,코미디,20070291
0,애니메이션,20080513
1,드라마,20080513
2,판타지,20080513
0,액션,20080873
1,드라마,20080873
2,코미디,20080873
0,공포(호러),20080874
1,스릴러,20080874
0,스릴러,20080845
1,액션,20080845
0,애니메이션,20080848
1,코미디,20080848
2,어드벤처,20080848
3,가족,20080848
4,판타지,20080848
0,액션,20080877
1,공포(호러),20080877
2,SF,20080877
0,액션,20080914
1,드라마,20080914
2,전쟁,20080914
0,공포(호러),20080878
0,드라마,20080871
1,코미디,20080871
0,서부극(웨스턴),20072152
1,액션,20072152
2,어드벤처,20072152
0,코미디,20080946
1,어드벤처,20080946
2,가족,20080946
0,애니메이션,20080963
1,코미디,20080963
2,어드벤처,20080963
3,SF,20080963
0,애니메이션,20080962
1,코미디,20080962
2,어드벤처,20080962
3,가족,20080962
0,드라마,20080764
1,전쟁,20080764
0,공포(호러),20080992
1,스릴러,20080992
0,액션,20080996
1,어드벤처,20080996
2,판타지,20080996
0,범죄,20080968
1,스릴러,20080968
2,액션,20080968
0,범죄,20081056
1,드라마,20081056
2,액션,20081056
3,미스터리,20081056
0,공포(호러),20081058
1,스릴러,20081058
0,애니메이션,20081057
1,코미디,20081057
2,액션,20081057
3,어드벤처,20081057
4,가족,20081057
5,SF,20081057
0,애니메이션,20081059
1,코미디,20081059
2,어드벤처,20081059
3,SF,20081059
0,액션,20080833
1,어드벤처,20080833
2,코미디,20080833
0,드라마,20081132
1,코미디,20081132
0,SF,20081096
1,미스터리,20081096
2,어드벤처,20081096
0,SF,20080965
1,코미디,20080965
2,판타지,20080965
0,공포(호러),20081094
1,범죄,20081094
2,스릴러,20081094
0,사극,20081001
1,드라마,20081001
2,액션,20081001
3,전쟁,20081001
0,멜로/로맨스,20081169
1,뮤지컬,20081169
0,공포(호러),20081170
1,드라마,20081170
2,스릴러,20081170
0,다큐멘터리,20081199
1,어드벤처,20081199
2,가족,20081199
0,애니메이션,20081173
1,액션,20081173
2,어드벤처,20081173
3,SF,20081173
0,액션,20081243
1,드라마,20081243
2,범죄,20081243
0,드라마,20081244
1,코미디,20081244
0,액션,20081247
1,범죄,20081247
2,스릴러,20081247
0,SF,20081212
1,어드벤처,20081212
2,판타지,20081212
0,멜로/로맨스,20081172
0,공포(호러),20081158
1,스릴러,20081158
0,전쟁,20081276
1,드라마,20081276
0,공포(호러),20081263
1,스릴러,20081263
0,범죄,20080399
1,스릴러,20080399
0,SF,20081332
1,액션,20081332
2,어드벤처,20081332
0,드라마,20081002
1,멜로/로맨스,20081002
0,애니메이션,20081331
1,코미디,20081331
2,액션,20081331
3,어드벤처,20081331
4,가족,20081331
0,스릴러,20081333
1,드라마,20081333
0,드라마,20072686
1,멜로/로맨스,20072686
2,미스터리,20072686
0,드라마,20080741
0,SF,20081334
1,스릴러,20081334
2,액션,20081334
0,멜로/로맨스,20081363
1,드라마,20081363
2,스릴러,20081363
0,액션,20081366
1,스릴러,20081366
2,미스터리,20081366
0,드라마,20080887
1,멜로/로맨스,20080887
2,판타지,20080887
0,멜로/로맨스,20081364
1,코미디,20081364
0,드라마,20081391
1,코미디,20081391
0,사극,20081390
1,멜로/로맨스,20081390
0,SF,20081393
1,액션,20081393
2,어드벤처,20081393
0,코미디,20081361
1,멜로/로맨스,20081361
0,드라마,20081386
0,멜로/로맨스,20081395
1,드라마,20081395
0,스릴러,20081444
1,액션,20081444
0,스릴러,20081446
1,판타지,20081446
2,사극,20081446
0,멜로/로맨스,20081403
1,드라마,20081403
2,애니메이션,20081403
0,범죄,20081565
1,스릴러,20081565
0,애니메이션,20081485
1,어드벤처,20081485
2,가족,20081485
3,SF,20081485
0,드라마,20081445
0,드라마,20081519
0,액션,20081484
1,어드벤처,20081484
0,액션,20061223
1,전쟁,20061223
0,드라마,20080637
0,사극,20081611
1,드라마,20081611
2,멜로/로맨스,20081611
0,공포(호러),20081136
1,드라마,20081136
0,코미디,20081621
1,드라마,20081621
0,드라마,20081535
1,멜로/로맨스,20081535
2,스릴러,20081535
3,미스터리,20081535
0,범죄,20081623
1,스릴러,20081623
2,액션,20081623
0,액션,20081618
1,스릴러,20081618
2,범죄,20081618
0,멜로/로맨스,20080890
1,코미디,20080890
0,코미디,20081672
0,사극,20080743
1,액션,20080743
2,코미디,20080743
0,범죄,20081681
1,공포(호러),20081681
2,스릴러,20081681
0,액션,20081697
1,멜로/로맨스,20081697
2,판타지,20081697
3,공포(호러),20081697
0,사극,20081673
1,멜로/로맨스,20081673
2,서부극(웨스턴),20081673
0,액션,20081700
1,코미디,20081700
2,어드벤처,20081700
3,전쟁,20081700
0,공포(호러),20081698
1,스릴러,20081698
0,SF,20081696
1,어드벤처,20081696
2,가족,20081696
3,액션,20081696
0,애니메이션,20081686
1,어드벤처,20081686
2,판타지,20081686
0,코미디,20081703
1,드라마,20081703
0,멜로/로맨스,20080750
1,코미디,20080750
0,드라마,20081453
1,범죄,20081453
2,스릴러,20081453
0,SF,20081723
1,액션,20081723
2,스릴러,20081723
0,애니메이션,20081738
1,어드벤처,20081738
2,가족,20081738
0,멜로/로맨스,20081718
1,코미디,20081718
0,드라마,20081716
0,애니메이션,20081744
1,코미디,20081744
2,어드벤처,20081744
3,가족,20081744
0,애니메이션,20081791
1,어드벤처,20081791
2,가족,20081791
3,액션,20081791
0,액션,20081809
0,드라마,20081790
1,전쟁,20081790
0,애니메이션,20090006
0,액션,20090015
1,전쟁,20090015
2,드라마,20090015
3,사극,20090015
0,스릴러,20071013
1,드라마,20071013
2,전쟁,20071013
0,코미디,20090014
1,액션,20090014
2,범죄,20090014
0,드라마,20090018
1,미스터리,20090018
2,범죄,20090018
0,코미디,20090017
1,판타지,20090017
2,어드벤처,20090017
3,가족,20090017
0,다큐멘터리,20081727
0,어드벤처,20090019
1,판타지,20090019
2,가족,20090019
0,드라마,20090029
1,범죄,20090029
0,범죄,20090013
1,스릴러,20090013
2,액션,20090013
0,액션,20080870
1,스릴러,20080870
2,범죄,20080870
0,드라마,20090026
0,멜로/로맨스,20090022
0,드라마,20090024
1,판타지,20090024
0,범죄,20090023
1,드라마,20090023
2,스릴러,20090023
0,멜로/로맨스,20090012
1,코미디,20090012
0,애니메이션,20090044
1,어드벤처,20090044
2,판타지,20090044
3,코미디,20090044
4,가족,20090044
0,스릴러,20090042
0,어드벤처,20090025
1,판타지,20090025
0,드라마,20090027
1,코미디,20090027
2,멜로/로맨스,20090027
3,가족,20090027
0,애니메이션,20090062
1,코미디,20090062
2,어드벤처,20090062
3,가족,20090062
0,액션,20090063
1,스릴러,20090063
2,드라마,20090063
0,공포(호러),20090083
1,스릴러,20090083
0,코미디,20090078
0,액션,20090043
1,미스터리,20090043
2,판타지,20090043
3,SF,20090043
0,드라마,20090068
1,액션,20090068
0,범죄,20090086
1,드라마,20090086
2,스릴러,20090086
0,멜로/로맨스,20090085
1,드라마,20090085
0,액션,20090082
1,어드벤처,20090082
2,SF,20090082
3,가족,20090082
0,멜로/로맨스,20090087
1,코미디,20090087
0,공포(호러),20090091
0,애니메이션,20090103
1,코미디,20090103
2,드라마,20090103
3,어드벤처,20090103
0,SF,20090157
1,스릴러,20090157
2,드라마,20090157
0,드라마,20090161
1,멜로/로맨스,20090161
2,범죄,20090161
0,범죄,20090169
1,스릴러,20090169
2,미스터리,20090169
0,드라마,20090064
1,범죄,20090064
2,스릴러,20090064
0,드라마,20090065
1,멜로/로맨스,20090065
2,범죄,20090065
3,전쟁,20090065
0,코미디,20090090
1,드라마,20090090
2,멜로/로맨스,20090090
0,액션,20090174
1,드라마,20090174
2,범죄,20090174
3,스릴러,20090174
0,액션,20090167
1,스릴러,20090167
2,미스터리,20090167
0,미스터리,20090156
1,스릴러,20090156
2,사극,20090156
3,범죄,20090156
0,액션,20090176
0,코미디,20090088
1,멜로/로맨스,20090088
0,드라마,20090193
1,멜로/로맨스,20090193
2,코미디,20090193
0,미스터리,20090192
1,스릴러,20090192
2,범죄,20090192
0,코미디,20090190
1,멜로/로맨스,20090190
0,공포(호러),20090191
1,스릴러,20090191
0,SF,20090206
1,액션,20090206
2,미스터리,20090206
3,드라마,20090206
0,액션,20090210
0,액션,20090207
1,드라마,20090207
0,코미디,20081737
1,액션,20081737
2,드라마,20081737
3,범죄,20081737
0,드라마,20090203
1,멜로/로맨스,20090203
0,범죄,20090205
1,멜로/로맨스,20090205
2,스릴러,20090205
0,애니메이션,20090195
1,어드벤처,20090195
2,SF,20090195
3,코미디,20090195
0,드라마,20090035
0,드라마,20090219
1,전쟁,20090219
0,공포(호러),20081003
1,드라마,20081003
0,SF,20090222
1,액션,20090222
2,판타지,20090222
0,드라마,20090225
1,범죄,20090225
2,액션,20090225
0,애니메이션,20090226
1,SF,20090226
2,어드벤처,20090226
0,드라마,20090214
1,범죄,20090214
2,스릴러,20090214
0,가족,20090227
1,어드벤처,20090227
0,SF,20090235
1,액션,20090235
2,어드벤처,20090235
0,미스터리,20090234
1,범죄,20090234
2,스릴러,20090234
0,코미디,20090237
1,드라마,20090237
0,액션,20090259
0,공포(호러),20090265
0,SF,20090238
1,액션,20090238
0,애니메이션,20090284
1,가족,20090284
2,판타지,20090284
3,어드벤처,20090284
4,드라마,20090284
0,드라마,20090261
1,멜로/로맨스,20090261
0,드라마,20090248
0,드라마,20090269
1,공포(호러),20090269
2,미스터리,20090269
3,스릴러,20090269
0,드라마,20090289
1,액션,20090289
0,어드벤처,20090282
1,코미디,20090282
2,액션,20090282
0,드라마,20090297
1,액션,20090297
2,범죄,20090297
0,액션,20090287
1,스릴러,20090287
2,범죄,20090287
0,공포(호러),20090288
1,스릴러,20090288
2,판타지,20090288
0,액션,20090320
1,공포(호러),20090320
2,스릴러,20090320
0,애니메이션,20090314
1,어드벤처,20090314
2,가족,20090314
0,공포(호러),20090327
1,스릴러,20090327
0,코미디,20090333
1,드라마,20090333
2,멜로/로맨스,20090333
3,범죄,20090333
4,어드벤처,20090333
5,가족,20090333
0,액션,20090332
1,드라마,20090332
2,범죄,20090332
0,코미디,20090322
1,어드벤처,20090322
2,가족,20090322
0,SF,20090303
1,액션,20090303
2,어드벤처,20090303
0,애니메이션,20090343
1,코미디,20090343
2,드라마,20090343
0,기타,20090339
0,드라마,20090336
0,드라마,20081454
1,미스터리,20081454
2,스릴러,20081454
0,드라마,20090319
1,멜로/로맨스,20090319
0,공포(호러),20090345
0,어드벤처,20071015
1,판타지,20071015
0,액션,20090051
1,어드벤처,20090051
2,코미디,20090051
0,어드벤처,20090379
1,액션,20090379
2,가족,20090379
0,애니메이션,20090403
1,가족,20090403
2,SF,20090403
3,어드벤처,20090403
0,코미디,20090402
1,드라마,20090402
0,액션,20090074
1,드라마,20090074
2,어드벤처,20090074
0,공포(호러),20090061
1,스릴러,20090061
0,드라마,20090307
1,액션,20090307
2,코미디,20090307
0,애니메이션,20090391
1,코미디,20090391
2,어드벤처,20090391
3,가족,20090391
0,애니메이션,20090412
1,미스터리,20090412
2,범죄,20090412
0,공포(호러),20090411
1,스릴러,20090411
0,액션,20090427
0,스릴러,20090389
1,어드벤처,20090389
0,다큐멘터리,20090430
0,애니메이션,20090408
1,어드벤처,20090408
2,가족,20090408
3,드라마,20090408
0,범죄,20090426
1,액션,20090426
0,미스터리,20090434
1,공포(호러),20090434
0,애니메이션,20090445
1,SF,20090445
2,전쟁,20090445
0,공포(호러),20090304
0,스릴러,20090459
1,어드벤처,20090459
2,공포(호러),20090459
0,공포(호러),20090455
1,드라마,20090455
2,스릴러,20090455
0,멜로/로맨스,20090454
1,코미디,20090454
0,어드벤처,20090460
1,스릴러,20090460
0,드라마,20090425
0,드라마,20090462
0,코미디,20090428
1,멜로/로맨스,20090428
0,멜로/로맨스,20090449
1,코미디,20090449
2,드라마,20090449
0,드라마,20090453
1,코미디,20090453
0,공포(호러),20090485
1,스릴러,20090485
2,범죄,20090485
0,드라마,20090484
1,코미디,20090484
0,범죄,20090510
1,미스터리,20090510
2,스릴러,20090510
0,드라마,20090527
1,코미디,20090527
0,드라마,20090469
0,스릴러,20090511
1,액션,20090511
2,어드벤처,20090511
0,애니메이션,20090501
1,액션,20090501
2,스릴러,20090501
3,미스터리,20090501
4,어드벤처,20090501
5,판타지,20090501
6,SF,20090501
0,코미디,20090513
1,멜로/로맨스,20090513
0,코미디,20090529
1,드라마,20090529
2,멜로/로맨스,20090529
0,드라마,20090329
1,멜로/로맨스,20090329
0,멜로/로맨스,20090308
1,사극,20090308
0,뮤지컬,20090528
1,드라마,20090528
0,애니메이션,20090570
1,코미디,20090570
2,가족,20090570
0,다큐멘터리,20090556
0,SF,20090554
1,스릴러,20090554
2,액션,20090554
0,액션,20090555
1,SF,20090555
2,스릴러,20090555
0,공포(호러),20090572
1,스릴러,20090572
0,코미디,20090562
0,멜로/로맨스,20090557
0,SF,20090579
1,액션,20090579
2,스릴러,20090579
3,드라마,20090579
4,코미디,20090579
0,범죄,20090580
1,스릴러,20090580
2,액션,20090580
0,액션,20090581
1,드라마,20090581
0,코미디,20090605
1,드라마,20090605
0,액션,20090613
1,공포(호러),20090613
2,SF,20090613
3,스릴러,20090613
0,코미디,20090599
1,드라마,20090599
2,멜로/로맨스,20090599
0,애니메이션,20090592
1,판타지,20090592
0,멜로/로맨스,20090664
1,드라마,20090664
2,SF,20090664
0,액션,20090578
1,드라마,20090578
2,전쟁,20090578
0,드라마,20090667
1,멜로/로맨스,20090667
0,다큐멘터리,20090604
0,드라마,20090670
0,드라마,20090669
0,드라마,20090146
1,멜로/로맨스,20090146
0,멜로/로맨스,20090724
1,코미디,20090724
0,멜로/로맨스,20081729
1,코미디,20081729
0,SF,20090685
1,액션,20090685
2,어드벤처,20090685
0,멜로/로맨스,20090590
1,코미디,20090590
0,멜로/로맨스,20090801
1,판타지,20090801
0,드라마,20090800
0,멜로/로맨스,20090305
1,미스터리,20090305
2,범죄,20090305
3,스릴러,20090305
0,드라마,20090682
0,액션,20090815
1,코미디,20090815
2,드라마,20090815
0,드라마,20090588
1,스릴러,20090588
2,멜로/로맨스,20090588
0,액션,20090678
1,드라마,20090678
2,범죄,20090678
0,애니메이션,20090681
1,드라마,20090681
2,가족,20090681
3,판타지,20090681
0,드라마,20090822
1,액션,20090822
0,판타지,20090828
1,드라마,20090828
2,멜로/로맨스,20090828
0,스릴러,20090311
1,드라마,20090311
2,미스터리,20090311
0,애니메이션,20090811
1,액션,20090811
2,SF,20090811
0,스릴러,20090826
1,드라마,20090826
2,범죄,20090826
3,액션,20090826
0,드라마,20090862
0,액션,20090823
1,드라마,20090823
2,멜로/로맨스,20090823
0,SF,20090834
1,액션,20090834
2,어드벤처,20090834
0,멜로/로맨스,20090875
1,코미디,20090875
0,액션,20090077
1,코미디,20090077
2,판타지,20090077
0,미스터리,20090856
1,범죄,20090856
2,어드벤처,20090856
0,판타지,20090089
1,어드벤처,20090089
2,미스터리,20090089
0,애니메이션,20090860
1,어드벤처,20090860
2,판타지,20090860
3,액션,20090860
0,가족,20090861
1,코미디,20090861
2,드라마,20090861
0,SF,20090893
1,액션,20090893
0,멜로/로맨스,20090891
1,뮤지컬,20090891
0,멜로/로맨스,20090859
1,코미디,20090859
0,다큐멘터리,20090840
0,범죄,20090888
1,스릴러,20090888
0,SF,20090864
1,드라마,20090864
2,스릴러,20090864
0,애니메이션,20090821
1,액션,20090821
2,SF,20090821
0,공포(호러),20090857
1,미스터리,20090857
2,스릴러,20090857
0,멜로/로맨스,20090890
1,코미디,20090890
0,드라마,20090892
0,액션,20090895
1,코미디,20090895
0,드라마,20090683
1,멜로/로맨스,20090683
0,액션,20090916
1,사극,20090916
0,애니메이션,20090850
1,멜로/로맨스,20090850
0,드라마,20090914
0,드라마,20090926
0,가족,20090897
1,코미디,20090897
0,코미디,20090913
1,멜로/로맨스,20090913
0,드라마,20090917
1,멜로/로맨스,20090917
2,판타지,20090917
0,드라마,20090904
1,액션,20090904
0,멜로/로맨스,20090944
1,코미디,20090944
0,판타지,20090923
1,어드벤처,20090923
0,드라마,20100017
1,액션,20100017
2,사극,20100017
0,애니메이션,20090718
1,가족,20090718
0,공포(호러),20090929
1,스릴러,20090929
0,멜로/로맨스,20090945
1,코미디,20090945
0,애니메이션,20100012
1,판타지,20100012
0,스릴러,20090160
1,액션,20090160
2,드라마,20090160
3,미스터리,20090160
0,드라마,20100039
1,가족,20100039
0,범죄,20090865
1,드라마,20090865
2,판타지,20090865
0,SF,20100077
1,미스터리,20100077
2,스릴러,20100077
0,드라마,20100090
1,스릴러,20100090
0,가족,20100063
1,애니메이션,20100063
2,어드벤처,20100063
0,판타지,20090930
1,어드벤처,20090930
2,가족,20090930
0,드라마,20100098
1,멜로/로맨스,20100098
2,전쟁,20100098
0,드라마,20100105
0,액션,20100101
1,스릴러,20100101
2,범죄,20100101
0,멜로/로맨스,20090894
1,코미디,20090894
0,액션,20100115
1,코미디,20100115
0,코미디,20100029
1,멜로/로맨스,20100029
0,드라마,20100103
1,미스터리,20100103
2,스릴러,20100103
0,코미디,20090939
1,드라마,20090939
2,액션,20090939
0,드라마,20100075
1,범죄,20100075
2,스릴러,20100075
0,드라마,20090932
1,스릴러,20090932
2,액션,20090932
0,드라마,20090948
1,전쟁,20090948
2,액션,20090948
0,멜로/로맨스,20100107
0,액션,20100116
1,어드벤처,20100116
2,판타지,20100116
0,다큐멘터리,20100141
0,액션,20100018
1,어드벤처,20100018
2,판타지,20100018
0,드라마,20090331
1,멜로/로맨스,20090331
0,코미디,20100129
1,스릴러,20100129
0,공포(호러),20100142
1,SF,20100142
2,스릴러,20100142
0,멜로/로맨스,20100128
1,코미디,20100128
0,코미디,20090947
1,드라마,20090947
0,미스터리,20100131
1,스릴러,20100131
2,드라마,20100131
0,액션,20100143
1,어드벤처,20100143
2,드라마,20100143
3,스릴러,20100143
4,서부극(웨스턴),20100143
0,드라마,20100165
0,멜로/로맨스,20100170
1,코미디,20100170
0,드라마,20061214
1,전쟁,20061214
0,드라마,20100168
1,가족,20100168
0,액션,20100169
1,어드벤처,20100169
2,코미디,20100169
0,전쟁,20100176
1,액션,20100176
0,가족,20090866
1,어드벤처,20090866
2,액션,20090866
0,SF,20090933
1,액션,20090933
2,어드벤처,20090933
0,사극,20090931
1,액션,20090931
0,드라마,20100198
1,액션,20100198
0,애니메이션,20100166
1,어드벤처,20100166
2,가족,20100166
0,드라마,20100189
1,전쟁,20100189
0,드라마,20100202
1,멜로/로맨스,20100202
0,스릴러,20100188
1,멜로/로맨스,20100188
0,액션,20090951
1,드라마,20090951
2,사극,20090951
0,드라마,20100191
0,애니메이션,20100190
1,코미디,20100190
2,어드벤처,20100190
3,가족,20100190
0,드라마,20100256
1,코미디,20100256
2,멜로/로맨스,20100256
0,공포(호러),20100192
1,스릴러,20100192
0,액션,20100193
1,어드벤처,20100193
2,판타지,20100193
0,코미디,20100206
1,드라마,20100206
0,사극,20090927
1,코미디,20090927
2,멜로/로맨스,20090927
0,범죄,20090921
1,드라마,20090921
2,미스터리,20090921
3,스릴러,20090921
0,미스터리,20100278
1,스릴러,20100278
0,액션,20100295
0,가족,20100292
1,드라마,20100292
2,액션,20100292
0,드라마,20100296
1,전쟁,20100296
0,드라마,20100285
1,멜로/로맨스,20100285
2,코미디,20100285
0,드라마,20100291
1,멜로/로맨스,20100291
0,액션,20100311
1,드라마,20100311
0,애니메이션,20100332
1,액션,20100332
2,어드벤처,20100332
3,가족,20100332
0,액션,20100310
1,코미디,20100310
0,드라마,20100210
0,공포(호러),20100335
1,스릴러,20100335
0,애니메이션,20100333
1,코미디,20100333
2,가족,20100333
0,드라마,20100353
1,스릴러,20100353
